Compound,X,Xprime,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
Ba2CoWO6,O,O,3,58.9332,183.84,137.327,137.327,1.7,1.4,0.97,0.97,1.738,1.738,0.71,0.888,0.946,1.49,1.49,0.74,0.79,0.65,0.6,1.35,1.35,7.881,7.864,5.2117,5.2117,1.88,1.7,0.89,0.89,0.92,1.22,1.515,1.515,1897,1897,2927,5555,20.6,20.6,13,4.5,3.62,3.62,8.86,19.3,51.8,51.8,272.5,284.5,727,727,1495,3414,0.205,0.205,0.421,0.132,0.184,0.184,1,1.74,1.738,0.799,1.03760616771426,55.7080495397422
Ba2CrTaO6,O,O,6,51.9961,180.9479,137.327,137.327,1.56,1.33,0.97,0.97,1.738,1.738,0.777,0.77,0.828,1.49,1.49,0.78,0.755,0.62,0.64,1.35,1.35,6.7665,7.5496,5.2117,5.2117,1.66,1.5,0.89,0.89,1.07,1.28,1.515,1.515,1897,1897,2671,5458,20.6,20.6,4.9,6.3,3.62,3.62,7.15,16.4,51.8,51.8,404,202.1,727,727,1907,3007,0.205,0.205,0.45,0.14,0.184,0.184,0.937,0.575,1.738,0.7735,1.05094569747312,70.7315983333372
Ba2CrUO6,O,O,5,51.9961,238.02891,137.327,137.327,1.56,-300,0.97,0.97,1.738,1.738,0.932,0.77,0.828,1.49,1.49,0.9,0.755,0.62,0.76,1.35,1.35,6.7665,6.19405,5.2117,5.2117,1.66,1.7,0.89,0.89,1.07,-300,1.515,1.515,1897,1897,2671,4131,20.6,20.6,4.9,13.9,3.62,3.62,7.15,19.1,51.8,51.8,404,38.4,727,727,1907,1135,0.205,0.205,0.45,0.116,0.184,0.184,0.937,0.276,1.738,0.851,1.01142687575834,68.2809773379609
Ba2CuOsO6,O,O,5,63.546,190.23,137.327,137.327,1.75,1.52,0.97,0.97,1.738,1.738,0.82,0.875,0.933,1.49,1.49,0.685,0.87,0.73,0.55,1.35,1.35,7.72638,8.4382,5.2117,5.2117,1.9,2.2,0.89,0.89,0.88,1.17,1.515,1.515,1897,1897,2562,5012,20.6,20.6,16.5,5.1,3.62,3.62,8.96,22.59,51.8,51.8,203.5,304.1,727,727,1084.62,3033,0.205,0.205,0.384,0.13,0.184,0.184,4.01,0.876,1.738,0.8475,1.01314740750325,54.525658276243
Ba2CuTeO6,O,O,5,63.546,127.6,137.327,137.327,1.75,2.01,0.97,0.97,1.738,1.738,0.71,0.875,0.933,1.49,1.49,0.7,0.87,0.73,0.56,1.35,1.35,7.72638,9.0096,5.2117,5.2117,1.9,2.1,0.89,0.89,0.88,0.79,1.515,1.515,1897,1897,2562,-300,20.6,20.6,16.5,-300,3.62,3.62,8.96,-300,51.8,51.8,203.5,-300,727,727,1084.62,-300,0.205,0.205,0.384,-300,0.184,0.184,4.01,-300,1.738,0.7925,1.04097417774679,55.8975752711486
Ba2CuUO6,O,O,5,63.546,238.02891,137.327,137.327,1.75,-300,0.97,0.97,1.738,1.738,0.84,0.875,0.933,1.49,1.49,0.87,0.87,0.73,0.73,1.35,1.35,7.72638,6.19405,5.2117,5.2117,1.9,1.7,0.89,0.89,0.88,-300,1.515,1.515,1897,1897,2562,4131,20.6,20.6,16.5,13.9,3.62,3.62,8.96,19.1,51.8,51.8,203.5,38.4,727,727,1084.62,1135,0.205,0.205,0.384,0.116,0.184,0.184,4.01,0.276,1.738,0.8575,1.00824705728558,54.2834218817468
Ba2DyBiO6,O,O,3,162.5,208.98038,137.327,137.327,-300,1.67,0.97,0.97,1.738,1.738,0.917,1.047,1.105,1.49,1.49,0.9,1.052,0.91,0.76,1.35,1.35,5.9389,7.2856,5.2117,5.2117,1.22,1.9,0.89,0.89,-300,0.92,1.515,1.515,1897,1897,2567,1564,20.6,20.6,9.9,13.4,3.62,3.62,8.55,9.79,51.8,51.8,68.1,53.3,727,727,1412,271.4,0.205,0.205,0.17,0.122,0.184,0.184,0.107,0.0787,1.738,0.982,0.950981200245411,63.9641712406166
Ba2DyReO6,O,O,3,162.5,186.207,137.327,137.327,-300,1.46,0.97,0.97,1.738,1.738,0.717,1.047,1.105,1.49,1.49,0.72,1.052,0.91,0.58,1.35,1.35,5.9389,7.8335,5.2117,5.2117,1.22,1.9,0.89,0.89,-300,1.19,1.515,1.515,1897,1897,2567,5596,20.6,20.6,9.9,6.2,3.62,3.62,8.55,20.8,51.8,51.8,68.1,324.5,727,727,1412,3186,0.205,0.205,0.17,0.137,0.184,0.184,0.107,0.479,1.738,0.882,0.996439192608959,66.7600254249059
Ba2ErNbO6,O,O,3,167.259,92.90638,137.327,137.327,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.034,1.092,1.49,1.49,0.78,1.03,0.89,0.64,1.35,1.35,6.1077,6.75885,5.2117,5.2117,1.24,1.6,0.89,0.89,-300,1.23,1.515,1.515,1897,1897,2868,4744,20.6,20.6,12.2,7.3,3.62,3.62,9.07,8.57,51.8,51.8,119,323,727,727,1529,2477,0.205,0.205,0.168,0.265,0.184,0.184,0.145,0.537,1.738,0.901,0.987470767853123,66.2370593505731
Ba2ErRuO6,O,O,3,167.259,101.07,137.327,137.327,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.034,1.092,1.49,1.49,0.705,1.03,0.89,0.57,1.35,1.35,6.1077,7.3605,5.2117,5.2117,1.24,2.2,0.89,0.89,-300,1.145,1.515,1.515,1897,1897,2868,4150,20.6,20.6,12.2,6.4,3.62,3.62,9.07,12.1,51.8,51.8,119,381.8,727,727,1529,2333,0.205,0.205,0.168,0.238,0.184,0.184,0.145,1.17,1.738,0.8955,0.990050245042955,66.3954257853712
Ba2ErSbO6,O,O,3,167.259,121.76,137.327,137.327,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.034,1.092,1.49,1.49,0.74,1.03,0.89,0.6,1.35,1.35,6.1077,8.6084,5.2117,5.2117,1.24,2.05,0.89,0.89,-300,0.83,1.515,1.515,1897,1897,2868,1587,20.6,20.6,12.2,11,3.62,3.62,9.07,6.68,51.8,51.8,119,162.5,727,727,1529,630.63,0.205,0.205,0.168,0.207,0.184,0.184,0.145,0.243,1.738,0.9165,0.980273120591555,65.7947913659623
Ba2EuIrO6,O,O,6,151.964,192.217,137.327,137.327,-300,1.55,0.97,0.97,1.738,1.738,0.773,1.12,1.178,1.49,1.49,0.71,1.087,0.95,0.57,1.35,1.35,5.6704,8.967,5.2117,5.2117,-300,2.2,0.89,0.89,-300,1.16,1.515,1.515,1897,1897,1529,4428,20.6,20.6,35,6.4,3.62,3.62,5.24,22.5,51.8,51.8,60.6,213.9,727,727,822,2446,0.205,0.205,0.182,0.131,0.184,0.184,0.139,1.47,1.738,0.9465,0.966636119145811,64.7846072487045
Ba2EuNbO6,O,O,5,151.964,92.90638,137.327,137.327,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.12,1.178,1.49,1.49,0.78,1.087,0.95,0.64,1.35,1.35,5.6704,6.75885,5.2117,5.2117,-300,1.6,0.89,0.89,-300,1.23,1.515,1.515,1897,1897,1529,4744,20.6,20.6,35,7.3,3.62,3.62,5.24,8.57,51.8,51.8,60.6,323,727,727,822,2477,0.205,0.205,0.182,0.265,0.184,0.184,0.139,0.537,1.738,0.944,0.96775802736209,64.8533783041501
Ba2EuReO6,O,O,3,151.964,186.207,137.327,137.327,-300,1.46,0.97,0.97,1.738,1.738,0.717,1.12,1.178,1.49,1.49,0.72,1.087,0.95,0.58,1.35,1.35,5.6704,7.8335,5.2117,5.2117,-300,1.9,0.89,0.89,-300,1.19,1.515,1.515,1897,1897,1529,5596,20.6,20.6,35,6.2,3.62,3.62,5.24,20.8,51.8,51.8,60.6,324.5,727,727,822,3186,0.205,0.205,0.182,0.137,0.184,0.184,0.139,0.479,1.738,0.9185,0.979352027689895,65.5632741994533
Ba2EuSbO6,O,O,3,151.964,121.76,137.327,137.327,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.12,1.178,1.49,1.49,0.74,1.087,0.95,0.6,1.35,1.35,5.6704,8.6084,5.2117,5.2117,-300,2.05,0.89,0.89,-300,0.83,1.515,1.515,1897,1897,1529,1587,20.6,20.6,35,11,3.62,3.62,5.24,6.68,51.8,51.8,60.6,162.5,727,727,822,630.63,0.205,0.205,0.182,0.207,0.184,0.184,0.139,0.243,1.738,0.9595,0.960843876901563,64.4293359818015
Ba2EuTaO6,O,O,5,151.964,180.9479,137.327,137.327,-300,1.33,0.97,0.97,1.738,1.738,0.777,1.12,1.178,1.49,1.49,0.78,1.087,0.95,0.64,1.35,1.35,5.6704,7.5496,5.2117,5.2117,-300,1.5,0.89,0.89,-300,1.28,1.515,1.515,1897,1897,1529,5458,20.6,20.6,35,6.3,3.62,3.62,5.24,16.4,51.8,51.8,60.6,202.1,727,727,822,3007,0.205,0.205,0.182,0.14,0.184,0.184,0.139,0.575,1.738,0.9485,0.965740463719223,64.7296953279038
Ba2FeMoO6,O,O,3,55.845,95.94,137.327,137.327,1.64,1.3,0.97,0.97,1.738,1.738,0.7,0.93,0.988,1.49,1.49,0.73,0.75,0.61,0.59,1.35,1.35,7.9024,7.09243,5.2117,5.2117,1.83,2.16,0.89,0.89,0.95,1.22,1.515,1.515,1897,1897,2861,4639,20.6,20.6,11.8,4.8,3.62,3.62,7.87,10.2,51.8,51.8,247.3,390.7,727,727,1538,2622,0.205,0.205,0.449,0.251,0.184,0.184,0.802,1.38,1.738,0.815,1.02940779799405,55.2289598948771
Ba2FeNbO6,O,O,3,55.845,92.90638,137.327,137.327,1.64,1.23,0.97,0.97,1.738,1.738,0.768,0.805,0.863,1.49,1.49,0.78,0.69,0.55,0.64,1.35,1.35,7.9024,6.75885,5.2117,5.2117,1.83,1.6,0.89,0.89,0.95,1.23,1.515,1.515,1897,1897,2861,4744,20.6,20.6,11.8,7.3,3.62,3.62,7.87,8.57,51.8,51.8,247.3,323,727,727,1538,2477,0.205,0.205,0.449,0.265,0.184,0.184,0.802,0.537,1.738,0.7865,1.04410257497518,70.2267866860407
Ba2FeReO6,O,O,3,55.845,186.207,137.327,137.327,1.64,1.46,0.97,0.97,1.738,1.738,0.717,0.805,0.863,1.49,1.49,0.72,0.69,0.55,0.58,1.35,1.35,7.9024,7.8335,5.2117,5.2117,1.83,1.9,0.89,0.89,0.95,1.19,1.515,1.515,1897,1897,2861,5596,20.6,20.6,11.8,6.2,3.62,3.62,7.87,20.8,51.8,51.8,247.3,324.5,727,727,1538,3186,0.205,0.205,0.449,0.137,0.184,0.184,0.802,0.479,1.738,0.761,1.05761075136375,71.0599480260668
Ba2FeSbO6,O,O,6,55.845,121.76,137.327,137.327,1.64,1.82,0.97,0.97,1.738,1.738,0.799,0.805,0.863,1.49,1.49,0.74,0.69,0.55,0.6,1.35,1.35,7.9024,8.6084,5.2117,5.2117,1.83,2.05,0.89,0.89,0.95,0.83,1.515,1.515,1897,1897,2861,1587,20.6,20.6,11.8,11,3.62,3.62,7.87,6.68,51.8,51.8,247.3,162.5,727,727,1538,630.63,0.205,0.205,0.449,0.207,0.184,0.184,0.802,0.243,1.738,0.802,1.03605904122164,69.7298347600574
Ba2FeUO6,O,O,3,55.845,238.02891,137.327,137.327,1.64,-300,0.97,0.97,1.738,1.738,0.932,0.805,0.863,1.49,1.49,0.9,0.69,0.55,0.76,1.35,1.35,7.9024,6.19405,5.2117,5.2117,1.83,1.7,0.89,0.89,0.95,-300,1.515,1.515,1897,1897,2861,4131,20.6,20.6,11.8,13.9,3.62,3.62,7.87,19.1,51.8,51.8,247.3,38.4,727,727,1538,1135,0.205,0.205,0.449,0.116,0.184,0.184,0.802,0.276,1.738,0.8685,1.00291113347989,67.6752163240422
Ba2FeWO6,O,O,3,55.845,183.84,137.327,137.327,1.64,1.4,0.97,0.97,1.738,1.738,0.71,0.93,0.988,1.49,1.49,0.74,0.75,0.61,0.6,1.35,1.35,7.9024,7.864,5.2117,5.2117,1.83,1.7,0.89,0.89,0.95,1.22,1.515,1.515,1897,1897,2861,5555,20.6,20.6,11.8,4.5,3.62,3.62,7.87,19.3,51.8,51.8,247.3,284.5,727,727,1538,3414,0.205,0.205,0.449,0.132,0.184,0.184,0.802,1.74,1.738,0.82,1.02687231080687,55.1044239857689
Ba2GdMoO6,O,O,3,157.25,95.94,137.327,137.327,-300,1.3,0.97,0.97,1.738,1.738,0.707,1.111,1.169,1.49,1.49,0.75,1.078,0.94,0.61,1.35,1.35,6.1501,7.09243,5.2117,5.2117,1.2,2.16,0.89,0.89,-300,1.22,1.515,1.515,1897,1897,3273,4639,20.6,20.6,9.4,4.8,3.62,3.62,7.9,10.2,51.8,51.8,63.6,390.7,727,727,1313,2622,0.205,0.205,0.235,0.251,0.184,0.184,0.105,1.38,1.738,0.909,0.983742704548345,65.8501425976608
Ba2GdNbO6,O,O,5,157.25,92.90638,137.327,137.327,-300,1.23,0.97,0.97,1.738,1.738,0.768,1.111,1.169,1.49,1.49,0.78,1.078,0.94,0.64,1.35,1.35,6.1501,6.75885,5.2117,5.2117,1.2,1.6,0.89,0.89,-300,1.23,1.515,1.515,1897,1897,3273,4744,20.6,20.6,9.4,7.3,3.62,3.62,7.9,8.57,51.8,51.8,63.6,323,727,727,1313,2477,0.205,0.205,0.235,0.265,0.184,0.184,0.105,0.537,1.738,0.9395,0.96978403858476,64.9954678352379
Ba2GdSbO6,O,O,3,157.25,121.76,137.327,137.327,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.111,1.169,1.49,1.49,0.74,1.078,0.94,0.6,1.35,1.35,6.1501,8.6084,5.2117,5.2117,1.2,2.05,0.89,0.89,-300,0.83,1.515,1.515,1897,1897,3273,1587,20.6,20.6,9.4,11,3.62,3.62,7.9,6.68,51.8,51.8,63.6,162.5,727,727,1313,630.63,0.205,0.205,0.235,0.207,0.184,0.184,0.105,0.243,1.738,0.955,0.962841011980574,64.5695714802675
Ba2HoReO6,O,O,3,164.93032,186.207,137.327,137.327,-300,1.46,0.97,0.97,1.738,1.738,0.717,1.071,1.129,1.49,1.49,0.72,1.041,0.901,0.58,1.35,1.35,6.0215,7.8335,5.2117,5.2117,1.23,1.9,0.89,0.89,-300,1.19,1.515,1.515,1897,1897,2700,5596,20.6,20.6,11.2,6.2,3.62,3.62,8.8,20.8,51.8,51.8,103,324.5,727,727,1474,3186,0.205,0.205,0.165,0.137,0.184,0.184,0.162,0.479,1.738,0.894,0.990756079343128,66.361781039387
Ba2HoRuO6,O,O,3,164.93032,101.07,137.327,137.327,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.071,1.129,1.49,1.49,0.705,1.041,0.901,0.57,1.35,1.35,6.0215,7.3605,5.2117,5.2117,1.23,2.2,0.89,0.89,-300,1.145,1.515,1.515,1897,1897,2700,4150,20.6,20.6,11.2,6.4,3.62,3.62,8.8,12.1,51.8,51.8,103,381.8,727,727,1474,2333,0.205,0.205,0.165,0.238,0.184,0.184,0.162,1.17,1.738,0.914,0.981426926053645,65.7900790756343
Ba2HoSbO6,O,O,3,164.93032,121.76,137.327,137.327,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.071,1.129,1.49,1.49,0.74,1.041,0.901,0.6,1.35,1.35,6.0215,8.6084,5.2117,5.2117,1.23,2.05,0.89,0.89,-300,0.83,1.515,1.515,1897,1897,2700,1587,20.6,20.6,11.2,11,3.62,3.62,8.8,6.68,51.8,51.8,103,162.5,727,727,1474,630.63,0.205,0.205,0.165,0.207,0.184,0.184,0.162,0.243,1.738,0.935,0.971818550553819,65.2002984073705
Ba2HoTaO6,O,O,3,164.93032,180.9479,137.327,137.327,-300,1.33,0.97,0.97,1.738,1.738,0.777,1.071,1.129,1.49,1.49,0.78,1.041,0.901,0.64,1.35,1.35,6.0215,7.5496,5.2117,5.2117,1.23,1.5,0.89,0.89,-300,1.28,1.515,1.515,1897,1897,2700,5458,20.6,20.6,11.2,6.3,3.62,3.62,8.8,16.4,51.8,51.8,103,202.1,727,727,1474,3007,0.205,0.205,0.165,0.14,0.184,0.184,0.162,0.575,1.738,0.924,0.976827924525746,65.5079061291823
Ba2InIrO6,O,O,6,114.818,192.217,137.327,137.327,1.49,1.55,0.97,0.97,1.738,1.738,0.773,0.948,1.006,1.49,1.49,0.71,0.94,0.8,0.57,1.35,1.35,5.78636,8.967,5.2117,5.2117,1.78,2.2,0.89,0.89,0.94,1.16,1.515,1.515,1897,1897,2072,4428,20.6,20.6,32.1,6.4,3.62,3.62,7.31,22.5,51.8,51.8,28.6,213.9,727,727,156.6,2446,0.205,0.205,0.233,0.131,0.184,0.184,0.816,1.47,1.738,0.8605,1.00678618253463,67.6061753583751
Ba2InNbO6,O,O,3,114.818,92.90638,137.327,137.327,1.49,1.23,0.97,0.97,1.738,1.738,0.768,0.948,1.006,1.49,1.49,0.78,0.94,0.8,0.64,1.35,1.35,5.78636,6.75885,5.2117,5.2117,1.78,1.6,0.89,0.89,0.94,1.23,1.515,1.515,1897,1897,2072,4744,20.6,20.6,32.1,7.3,3.62,3.62,7.31,8.57,51.8,51.8,28.6,323,727,727,156.6,2477,0.205,0.205,0.233,0.265,0.184,0.184,0.816,0.537,1.738,0.858,1.00800328381912,67.6810707064493
Ba2InOsO6,O,O,3,114.818,190.23,137.327,137.327,1.49,1.52,0.97,0.97,1.738,1.738,-300,0.948,1.006,1.49,1.49,0.715,0.94,0.8,0.58,1.35,1.35,5.78636,8.4382,5.2117,5.2117,1.78,2.2,0.89,0.89,0.94,1.17,1.515,1.515,1897,1897,2072,5012,20.6,20.6,32.1,5.1,3.62,3.62,7.31,22.59,51.8,51.8,28.6,304.1,727,727,156.6,3033,0.205,0.205,0.233,0.13,0.184,0.184,0.816,0.876,1.738,-149.526,-300,-1.03110670641936
Ba2InRuO6,O,O,6,114.818,101.07,137.327,137.327,1.49,1.42,0.97,0.97,1.738,1.738,0.757,0.948,1.006,1.49,1.49,0.705,0.94,0.8,0.57,1.35,1.35,5.78636,7.3605,5.2117,5.2117,1.78,2.2,0.89,0.89,0.94,1.145,1.515,1.515,1897,1897,2072,4150,20.6,20.6,32.1,6.4,3.62,3.62,7.31,12.1,51.8,51.8,28.6,381.8,727,727,156.6,2333,0.205,0.205,0.233,0.238,0.184,0.184,0.816,1.17,1.738,0.8525,1.01069129257597,67.8464260110861
Ba2InSbO6,O,O,3,114.818,121.76,137.327,137.327,1.49,1.82,0.97,0.97,1.738,1.738,0.799,0.948,1.006,1.49,1.49,0.74,0.94,0.8,0.6,1.35,1.35,5.78636,8.6084,5.2117,5.2117,1.78,2.05,0.89,0.89,0.94,0.83,1.515,1.515,1897,1897,2072,1587,20.6,20.6,32.1,11,3.62,3.62,7.31,6.68,51.8,51.8,28.6,162.5,727,727,156.6,630.63,0.205,0.205,0.233,0.207,0.184,0.184,0.816,0.243,1.738,0.8735,1.00050433930307,67.2193762673195
Ba2InTaO6,O,O,3,114.818,180.9479,137.327,137.327,1.49,1.33,0.97,0.97,1.738,1.738,0.777,0.948,1.006,1.49,1.49,0.78,0.94,0.8,0.64,1.35,1.35,5.78636,7.5496,5.2117,5.2117,1.78,1.5,0.89,0.89,0.94,1.28,1.515,1.515,1897,1897,2072,5458,20.6,20.6,32.1,6.3,3.62,3.62,7.31,16.4,51.8,51.8,28.6,202.1,727,727,156.6,3007,0.205,0.205,0.233,0.14,0.184,0.184,0.816,0.575,1.738,0.8625,1.0058146156516,67.5463783195566
Ba2LaBiO6,O,O,5,138.9055,208.98038,137.327,137.327,1.08,1.67,0.97,0.97,1.738,1.738,0.917,1.218,1.276,1.49,1.49,0.9,1.172,1.03,0.76,1.35,1.35,5.5769,7.2856,5.2117,5.2117,1.1,1.9,0.89,0.89,1.375,0.92,1.515,1.515,1897,1897,3464,1564,20.6,20.6,12.1,13.4,3.62,3.62,6.15,9.79,51.8,51.8,44.6,53.3,727,727,918,271.4,0.205,0.205,0.195,0.122,0.184,0.184,0.134,0.0787,1.738,1.0675,0.915280259467812,61.4468624450255
Ba2LaNbO6,O,O,5,138.9055,92.90638,137.327,137.327,1.08,1.23,0.97,0.97,1.738,1.738,0.768,1.218,1.276,1.49,1.49,0.78,1.172,1.03,0.64,1.35,1.35,5.5769,6.75885,5.2117,5.2117,1.1,1.6,0.89,0.89,1.375,1.23,1.515,1.515,1897,1897,3464,4744,20.6,20.6,12.1,7.3,3.62,3.62,6.15,8.57,51.8,51.8,44.6,323,727,727,918,2477,0.205,0.205,0.195,0.265,0.184,0.184,0.134,0.537,1.738,0.993,0.946232769377187,63.3454591372984
Ba2LaReO6,O,O,3,138.9055,186.207,137.327,137.327,1.08,1.46,0.97,0.97,1.738,1.738,0.717,1.218,1.276,1.49,1.49,0.72,1.172,1.03,0.58,1.35,1.35,5.5769,7.8335,5.2117,5.2117,1.1,1.9,0.89,0.89,1.375,1.19,1.515,1.515,1897,1897,3464,5596,20.6,20.6,12.1,6.2,3.62,3.62,6.15,20.8,51.8,51.8,44.6,324.5,727,727,918,3186,0.205,0.205,0.195,0.137,0.184,0.184,0.134,0.479,1.738,0.9675,0.957313796067941,64.0225546174481
Ba2LaRuO6,O,O,5,138.9055,101.07,137.327,137.327,1.08,1.42,0.97,0.97,1.738,1.738,0.757,1.218,1.276,1.49,1.49,0.705,1.172,1.03,0.57,1.35,1.35,5.5769,7.3605,5.2117,5.2117,1.1,2.2,0.89,0.89,1.375,1.145,1.515,1.515,1897,1897,3464,4150,20.6,20.6,12.1,6.4,3.62,3.62,6.15,12.1,51.8,51.8,44.6,381.8,727,727,918,2333,0.205,0.205,0.195,0.238,0.184,0.184,0.134,1.17,1.738,0.9875,0.94860104252011,63.4902851928137
Ba2LaTaO6,O,O,5,138.9055,180.9479,137.327,137.327,1.08,1.33,0.97,0.97,1.738,1.738,0.777,1.218,1.276,1.49,1.49,0.78,1.172,1.03,0.64,1.35,1.35,5.5769,7.5496,5.2117,5.2117,1.1,1.5,0.89,0.89,1.375,1.28,1.515,1.515,1897,1897,3464,5458,20.6,20.6,12.1,6.3,3.62,3.62,6.15,16.4,51.8,51.8,44.6,202.1,727,727,918,3007,0.205,0.205,0.195,0.14,0.184,0.184,0.134,0.575,1.738,0.9975,0.94430386905456,63.2274556195111
Ba2LaUO6,O,O,5,138.9055,238.02891,137.327,137.327,1.08,-300,0.97,0.97,1.738,1.738,0.932,1.218,1.276,1.49,1.49,0.9,1.172,1.03,0.76,1.35,1.35,5.5769,6.19405,5.2117,5.2117,1.1,1.7,0.89,0.89,1.375,-300,1.515,1.515,1897,1897,3464,4131,20.6,20.6,12.1,13.9,3.62,3.62,6.15,19.1,51.8,51.8,44.6,38.4,727,727,918,1135,0.205,0.205,0.195,0.116,0.184,0.184,0.134,0.276,1.738,1.075,0.912276057303257,61.2620149798704
Ba2LiOsO6,O,O,3,6.941,190.23,137.327,137.327,0.97,1.52,0.97,0.97,1.738,1.738,-300,0.919,0.976,1.49,1.49,0.665,0.9,0.76,-300,1.35,1.35,5.39172,8.4382,5.2117,5.2117,0.98,2.2,0.89,0.89,0.985,1.17,1.515,1.515,1897,1897,1342,5012,20.6,20.6,46,5.1,3.62,3.62,0.534,22.59,51.8,51.8,432,304.1,727,727,180.5,3033,0.205,0.205,3.57,0.13,0.184,0.184,0.847,0.876,1.738,-149.5405,-300,-0.481127386854861
Ba2LiReO6,O,O,3,6.941,186.207,137.327,137.327,0.97,1.46,0.97,0.97,1.738,1.738,0.7,0.919,0.976,1.49,1.49,0.67,0.9,0.76,0.53,1.35,1.35,5.39172,7.8335,5.2117,5.2117,0.98,1.9,0.89,0.89,0.985,1.19,1.515,1.515,1897,1897,1342,5596,20.6,20.6,46,6.2,3.62,3.62,0.534,20.8,51.8,51.8,432,324.5,727,727,180.5,3186,0.205,0.205,3.57,0.137,0.184,0.184,0.847,0.479,1.738,0.8095,1.03221133495318,32.3171688848119
Ba2LuBiO6,O,O,5,174.967,208.98038,137.327,137.327,-300,1.67,0.97,0.97,1.738,1.738,0.917,1.017,1.075,1.49,1.49,0.9,1.001,0.86,0.76,1.35,1.35,5.4259,7.2856,5.2117,5.2117,1,1.9,0.89,0.89,-300,0.92,1.515,1.515,1897,1897,3402,1564,20.6,20.6,9.9,13.4,3.62,3.62,9.84,9.79,51.8,51.8,126,53.3,727,727,1663,271.4,0.205,0.205,0.154,0.122,0.184,0.184,0.164,0.0787,1.738,0.967,0.957533666025697,64.4272249321899
Ba2LuIrO6,O,O,5,174.967,192.217,137.327,137.327,-300,1.55,0.97,0.97,1.738,1.738,0.773,1.017,1.075,1.49,1.49,0.71,1.001,0.86,0.57,1.35,1.35,5.4259,8.967,5.2117,5.2117,1,2.2,0.89,0.89,-300,1.16,1.515,1.515,1897,1897,3402,4428,20.6,20.6,9.9,6.4,3.62,3.62,9.84,22.5,51.8,51.8,126,213.9,727,727,1663,2446,0.205,0.205,0.154,0.131,0.184,0.184,0.164,1.47,1.738,0.895,0.990285411371944,66.4452526434366
Ba2LuRuO6,O,O,3,174.967,101.07,137.327,137.327,-300,1.42,0.97,0.97,1.738,1.738,0.757,1.017,1.075,1.49,1.49,0.705,1.001,0.86,0.57,1.35,1.35,5.4259,7.3605,5.2117,5.2117,1,2.2,0.89,0.89,-300,1.145,1.515,1.515,1897,1897,3402,4150,20.6,20.6,9.9,6.4,3.62,3.62,9.84,12.1,51.8,51.8,126,381.8,727,727,1663,2333,0.205,0.205,0.154,0.238,0.184,0.184,0.164,1.17,1.738,0.887,0.994063324243177,66.6773088849865
Ba2LuSbO6,O,O,3,174.967,121.76,137.327,137.327,-300,1.82,0.97,0.97,1.738,1.738,0.799,1.017,1.075,1.49,1.49,0.74,1.001,0.86,0.6,1.35,1.35,5.4259,8.6084,5.2117,5.2117,1,2.05,0.89,0.89,-300,0.83,1.515,1.515,1897,1897,3402,1587,20.6,20.6,9.9,11,3.62,3.62,9.84,6.68,51.8,51.8,126,162.5,727,727,1663,630.63,0.205,0.205,0.154,0.207,0.184,0.184,0.164,0.243,1.738,0.908,0.984207172303089,66.0715868923172
